setting	analysis_variant	information_protocol	approximation	model	regularization_view	roots	incidences	root_balanced_joint	incidence_weighted_joint	root_balanced_raising	root_balanced_harmony_old_vs_opposite
half20	unrounded_strict	side_informed	laplace	retention_bounded_plus_HU	selected	338	29104	-0.3128431169007882	-0.1492976181660706	-0.12134787143175194	-0.19622766975533001
half20	unrounded_strict	side_informed	not_applicable	current_only	selected	338	29104	-0.5832808016675368	-0.4379082472968592	-0.11453556895477147	-0.467122494759395
half20	unrounded_strict	side_informed	not_applicable	input_plus_surface	selected	338	29104	-0.31302543726050647	-0.15828245040296604	-0.1184709346374615	-0.20005976721391122
half20	unrounded_strict	side_informed	not_applicable	retention_bounded	selected	338	29104	-0.3312130193111235	-0.15945620830211724	-0.12664435286802764	-0.21180069652318417
half20	unrounded_strict	side_informed	not_applicable	retention_nonnegative	selected	338	29104	-0.33849680962985745	-0.17026729395792276	-0.11601295328556904	-0.2252115034957502
half20	unrounded_strict	wholly_unseen	gh80	HU_plus_surface	selected	338	29104	-0.5723118672943602	-0.5125915008891548	-0.39405320368730884	-0.186493370932484
half20	unrounded_strict	wholly_unseen	gh80	retention_bounded_plus_HU	selected	338	29104	-0.6077621696998937	-0.5525125447907064	-0.40138698061184375	-0.21585233873621898
half20	unrounded_strict	wholly_unseen	laplace	HU_plus_surface	selected	338	29104	-0.5769603436649542	-0.5136332568591603	-0.3938430217098651	-0.19116234296953527
half20	unrounded_strict	wholly_unseen	laplace	retention_bounded_plus_HU	selected	338	29104	-0.6022340626744861	-0.5370596684259716	-0.4044822101181865	-0.20788723154336852
half20	unrounded_strict	wholly_unseen	not_applicable	current_only	selected	338	29104	-0.868513275731165	-0.8297276119432493	-0.39976804301839963	-0.47522890729618306
half20	unrounded_strict	wholly_unseen	not_applicable	input_plus_surface	selected	338	29104	-0.5941622729386782	-0.5192634459763198	-0.39960777031563316	-0.20767866072282296
half20	unrounded_strict	wholly_unseen	not_applicable	retention_bounded	selected	338	29104	-0.6246560956042759	-0.5147416705104895	-0.42008742916117997	-0.22064769396922151
half20	unrounded_strict	wholly_unseen	not_applicable	retention_nonnegative	selected	338	29104	-0.6174742193261786	-0.5350242546188416	-0.3949903629818902	-0.22870019869939776
half20	all_agreeing_offsets	side_informed	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.3018216806502438	-0.0928140661991593	-0.10094359197904086	-0.20285781771076422
half20	all_agreeing_offsets	side_informed	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.2958794660435526	-0.09107537691759729	-0.10313604379622696	-0.1979620558311051
half20	all_agreeing_offsets	side_informed	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.2949790239659593	-0.09237882534735001	-0.1003190276831949	-0.19644939700638936
half20	all_agreeing_offsets	side_informed	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.2879345886957528	-0.0906543175744038	-0.10246316197136726	-0.1899836046016034
half20	all_agreeing_offsets	side_informed	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5854024981779767	-0.332677541794102	-0.1270866172122958	-0.4870370882880608
half20	all_agreeing_offsets	side_informed	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.32111891313720364	-0.08979453611933567	-0.10312428813221022	-0.2227840043749165
half20	all_agreeing_offsets	side_informed	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.32753319729476593	-0.09494521551103842	-0.10680562360404228	-0.22923309358339297
half20	all_agreeing_offsets	side_informed	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.3275331974838192	-0.09494521587898484	-0.10680562371037952	-0.22923309375303313
half20	all_agreeing_offsets	wholly_unseen	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5644341693390797	-0.7486095067175202	-0.3687077008430816	-0.20134816206025682
half20	all_agreeing_offsets	wholly_unseen	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5691121835842936	-0.7513342951172065	-0.38006647391480713	-0.200901718783949
half20	all_agreeing_offsets	wholly_unseen	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5606320744830601	-0.7499152004982346	-0.3700036854246799	-0.1989934560226377
half20	all_agreeing_offsets	wholly_unseen	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5611562641605554	-0.7513631451544794	-0.38046728026835375	-0.19257450333963874
half20	all_agreeing_offsets	wholly_unseen	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.9018955156494841	-1.0347159709222018	-0.4435796346838031	-0.5289273746150593
half20	all_agreeing_offsets	wholly_unseen	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5915883220421116	-0.7486126123376655	-0.3735936970371182	-0.22843744193131665
half20	all_agreeing_offsets	wholly_unseen	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.611359830010584	-0.7595431142654777	-0.3906322563198603	-0.23948918403374284
half20	all_agreeing_offsets	wholly_unseen	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6113598308231895	-0.7595431153040424	-0.3906322570497498	-0.2394891844938192
half20	all_strict	side_informed	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.3085782212357407	-0.09643675623253074	-0.10932262113212242	-0.2031460151370695
half20	all_strict	side_informed	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.3148445937902595	-0.09791395543712846	-0.1151952460452593	-0.2058032431195109
half20	all_strict	side_informed	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.2996000737508062	-0.09552932276534021	-0.10868764421957518	-0.19407144768418455
half20	all_strict	side_informed	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.30630323177040064	-0.09744705022127091	-0.1146032040019155	-0.19704586469817179
half20	all_strict	side_informed	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5753525986265963	-0.32799109945780025	-0.11703671766091532	-0.45956896187702584
half20	all_strict	side_informed	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.33025552151875137	-0.09345841033421963	-0.1135177275027523	-0.2250079914689829
half20	all_strict	side_informed	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.3517582959447461	-0.10241157741135822	-0.12094915989137658	-0.24127981663952897
half20	all_strict	side_informed	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.35175829530103503	-0.10241157749574975	-0.1209491617992116	-0.24127981535757997
half20	all_strict	wholly_unseen	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5815611048932148	-0.661859186805138	-0.3871044223560172	-0.20396145086184903
half20	all_strict	wholly_unseen	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.603530348349832	-0.6737204583819736	-0.4079842308018935	-0.2101379251517969
half20	all_strict	wholly_unseen	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5760214584739209	-0.6627745570810146	-0.38888211681099505	-0.1977486458486201
half20	all_strict	wholly_unseen	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5954819563284914	-0.674108997663845	-0.40871925801754816	-0.20106827860513218
half20	all_strict	wholly_unseen	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.8596098000317165	-0.9094489977659403	-0.40129391906603573	-0.4308951399772897
half20	all_strict	wholly_unseen	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6142670613118676	-0.6632524320833768	-0.3975292672958685	-0.23498938106647202
half20	all_strict	wholly_unseen	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6546819899438787	-0.6845777795297241	-0.4238728538905092	-0.25415471979934284
half20	all_strict	wholly_unseen	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6546819930450866	-0.6845777828191271	-0.42387285954326315	-0.2541547191783308
half20	unrounded_strict	side_informed	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.3199427821836853	-0.14521457170382182	-0.11982400695614813	-0.20472135936335523
half20	unrounded_strict	side_informed	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.33378409718440366	-0.15675803926921655	-0.1268211279262505	-0.21357313465526914
half20	unrounded_strict	side_informed	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.3322331650893567	-0.15022939390087775	-0.1197370824852921	-0.21683465477700936
half20	unrounded_strict	side_informed	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.33819489443176015	-0.1604931351136071	-0.12652870515506492	-0.21747889791186809
half20	unrounded_strict	side_informed	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6034893136408938	-0.47600556391632504	-0.11453556895477152	-0.47806343567905424
half20	unrounded_strict	side_informed	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.34429039126439404	-0.15143487413341683	-0.12520022540315093	-0.2282522502706755
half20	unrounded_strict	side_informed	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.36782876447319907	-0.16541223226890917	-0.13356461297449462	-0.2452363002042073
half20	unrounded_strict	side_informed	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.3678287643275188	-0.16541223227899912	-0.13356461302485786	-0.24523630002624378
half20	unrounded_strict	wholly_unseen	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6064358789578188	-0.4990519893215056	-0.40398663419458153	-0.2142400384328261
half20	unrounded_strict	wholly_unseen	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.628966544634987	-0.5115405653232918	-0.4207386633944163	-0.22183945922812462
half20	unrounded_strict	wholly_unseen	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6173500935475866	-0.5023693497227202	-0.4037267135478003	-0.22495119179174577
half20	unrounded_strict	wholly_unseen	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6330838611473499	-0.515642188381371	-0.421130209833447	-0.2246645455461787
half20	unrounded_strict	wholly_unseen	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.8887217877045219	-0.8678249285627153	-0.39976804301839963	-0.4597253787901918
half20	unrounded_strict	wholly_unseen	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6338928453240134	-0.5062152487610667	-0.4148026794627702	-0.2388585407814878
half20	unrounded_strict	wholly_unseen	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6691495710174455	-0.5257600906890013	-0.4348854195187411	-0.25474306872289054
half20	unrounded_strict	wholly_unseen	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6691495709054073	-0.5257600906095572	-0.43488541960274624	-0.25474306856441464
half50	all_agreeing_offsets	side_informed	gh80	HU_plus_surface	selected	515	58577	-0.27844013804107554	-0.10269982400498519	-0.10718164070291425	-0.17494777782121834
half50	all_agreeing_offsets	side_informed	gh80	retention_bounded_plus_HU	selected	515	58577	-0.2874825897720997	-0.09170308639595473	-0.1037923062652117	-0.18696293476902678
half50	all_agreeing_offsets	side_informed	laplace	HU_plus_surface	selected	515	58577	-0.27751762724937257	-0.104144221927017	-0.1067749848913774	-0.1743585146312494
half50	all_agreeing_offsets	side_informed	laplace	retention_bounded_plus_HU	selected	515	58577	-0.2794849245416493	-0.09090090509845139	-0.10343381245630717	-0.17899427995193531
half50	all_agreeing_offsets	side_informed	not_applicable	current_only	selected	515	58577	-0.5592051085653056	-0.31790913164186313	-0.12708661721229586	-0.458642957637657
half50	all_agreeing_offsets	side_informed	not_applicable	input_plus_surface	selected	515	58577	-0.29344596299356385	-0.10162797222073787	-0.10822023753227082	-0.19031478227655646
half50	all_agreeing_offsets	side_informed	not_applicable	retention_bounded	selected	515	58577	-0.2968194070486041	-0.09798299157975206	-0.103088235456438	-0.19870804341151072
half50	all_agreeing_offsets	side_informed	not_applicable	retention_nonnegative	selected	515	58577	-0.3160396397664419	-0.09278664417500244	-0.10320882872114201	-0.2185962836280058
half50	all_agreeing_offsets	wholly_unseen	gh80	HU_plus_surface	selected	515	58577	-0.5613786506642118	-0.7716257970094931	-0.383960334099497	-0.18624737683628007
half50	all_agreeing_offsets	wholly_unseen	gh80	retention_bounded_plus_HU	selected	515	58577	-0.5519779434331926	-0.7525423840580594	-0.3731084755773062	-0.1865637067813611
half50	all_agreeing_offsets	wholly_unseen	laplace	HU_plus_surface	selected	515	58577	-0.5590449176264051	-0.777450811148521	-0.38479744570543106	-0.18551508412466755
half50	all_agreeing_offsets	wholly_unseen	laplace	retention_bounded_plus_HU	selected	515	58577	-0.5473913554275691	-0.7553389609530295	-0.3746928312303461	-0.18009170582980413
half50	all_agreeing_offsets	wholly_unseen	not_applicable	current_only	selected	515	58577	-0.8756981260368129	-1.019947560769963	-0.4435796346838032	-0.5098105746927538
half50	all_agreeing_offsets	wholly_unseen	not_applicable	input_plus_surface	selected	515	58577	-0.5743284469668627	-0.7759311411477845	-0.38910272150556985	-0.19693153699927682
half50	all_agreeing_offsets	wholly_unseen	not_applicable	retention_bounded	selected	515	58577	-0.5679227832239246	-0.7611200907027661	-0.37419161163175846	-0.20510192170035707
half50	all_agreeing_offsets	wholly_unseen	not_applicable	retention_nonnegative	selected	515	58577	-0.5893870676958808	-0.7534660039505507	-0.37655625665058085	-0.22555788680350247
half50	all_strict	side_informed	gh80	HU_plus_surface	selected	515	58577	-0.28026238239655504	-0.10535939951568878	-0.10839590037608364	-0.17535851619993525
half50	all_strict	side_informed	gh80	retention_bounded_plus_HU	selected	515	58577	-0.2977111981349749	-0.0962811082470333	-0.11113910333849901	-0.19120222436499332
half50	all_strict	side_informed	laplace	HU_plus_surface	selected	515	58577	-0.2788011264399294	-0.10679883714326545	-0.10773375314398558	-0.17396645027511878
half50	all_strict	side_informed	laplace	retention_bounded_plus_HU	selected	515	58577	-0.2891272546487799	-0.09541452917685116	-0.11063802157006225	-0.18259855261374228
half50	all_strict	side_informed	not_applicable	current_only	selected	515	58577	-0.549155209013925	-0.31322268930556163	-0.11703671766091532	-0.4399666897993784
half50	all_strict	side_informed	not_applicable	input_plus_surface	selected	515	58577	-0.29714479736784166	-0.10450649935770932	-0.1108051662291751	-0.19240508766425532
half50	all_strict	side_informed	not_applicable	retention_bounded	selected	515	58577	-0.31063259241253516	-0.10399237947550896	-0.11439523921083507	-0.20324580914304857
half50	all_strict	side_informed	not_applicable	retention_nonnegative	selected	515	58577	-0.3297858149720953	-0.11629270298752693	-0.11213399395758109	-0.21958567720466923
half50	all_strict	wholly_unseen	gh80	HU_plus_surface	selected	515	58577	-0.5487042895103775	-0.6722542012076116	-0.3803251773951702	-0.17598154582617637
half50	all_strict	wholly_unseen	gh80	retention_bounded_plus_HU	selected	515	58577	-0.5728765445914045	-0.6639660115529318	-0.38881187640665793	-0.19551227625476472
half50	all_strict	wholly_unseen	laplace	HU_plus_surface	selected	515	58577	-0.5481338266452932	-0.6742417889888458	-0.3806285532651122	-0.17570360131304305
half50	all_strict	wholly_unseen	laplace	retention_bounded_plus_HU	selected	515	58577	-0.5631116565107288	-0.6630960566776704	-0.38811371766990777	-0.18576093071680785
half50	all_strict	wholly_unseen	not_applicable	current_only	selected	515	58577	-0.8334124104190453	-0.8946805876137015	-0.4012939190660357	-0.4434130355436518
half50	all_strict	wholly_unseen	not_applicable	input_plus_surface	selected	515	58577	-0.5721111925865402	-0.6731714375283384	-0.38577156144787367	-0.1989723017936085
half50	all_strict	wholly_unseen	not_applicable	retention_bounded	selected	515	58577	-0.5975839409720675	-0.6756106012412088	-0.40134658777036747	-0.21291511661433304
half50	all_strict	wholly_unseen	not_applicable	retention_nonnegative	selected	515	58577	-0.6058885342670433	-0.6887068500243904	-0.38823671325252906	-0.2221071164706322
half50	unrounded_strict	side_informed	gh80	HU_plus_surface	selected	338	29104	-0.293974051943914	-0.15181310298976428	-0.11564644591941767	-0.18122244153207545
half50	unrounded_strict	side_informed	gh80	retention_bounded_plus_HU	selected	338	29104	-0.31688780096542546	-0.14988804871505157	-0.12165953328148175	-0.20032651915134658
half50	unrounded_strict	side_informed	laplace	HU_plus_surface	selected	338	29104	-0.29872478009072223	-0.15362791061356804	-0.11533031668519081	-0.18598932309818936
half50	unrounded_strict	side_informed	laplace	retention_bounded_plus_HU	selected	338	29104	-0.3112483247504156	-0.14901488423476156	-0.12102752216764363	-0.19474689239066761
half50	unrounded_strict	side_informed	not_applicable	current_only	selected	338	29104	-0.5832808016675368	-0.4379082472968592	-0.11453556895477147	-0.467122494759395
half50	unrounded_strict	side_informed	not_applicable	input_plus_surface	selected	338	29104	-0.31302543726050647	-0.15828245040296604	-0.1184709346374615	-0.20005976721391122
half50	unrounded_strict	side_informed	not_applicable	retention_bounded	selected	338	29104	-0.3312130193111235	-0.15945620830211724	-0.12664435286802764	-0.21180069652318417
half50	unrounded_strict	side_informed	not_applicable	retention_nonnegative	selected	338	29104	-0.33849680962985745	-0.17026729395792276	-0.11601295328556904	-0.2252115034957502
half50	unrounded_strict	wholly_unseen	gh80	HU_plus_surface	selected	338	29104	-0.572410039088386	-0.512680062275424	-0.3940267855482928	-0.18662028882233866
half50	unrounded_strict	wholly_unseen	gh80	retention_bounded_plus_HU	selected	338	29104	-0.6076224014338276	-0.5524384066123089	-0.4013154270229556	-0.21575178020634236
half50	unrounded_strict	wholly_unseen	laplace	HU_plus_surface	selected	338	29104	-0.5771638561592636	-0.5138064973055441	-0.3936539874688999	-0.19149023940461207
half50	unrounded_strict	wholly_unseen	laplace	retention_bounded_plus_HU	selected	338	29104	-0.6010677916673179	-0.5367036472349507	-0.4039771356060717	-0.20695897907715372
half50	unrounded_strict	wholly_unseen	not_applicable	current_only	selected	338	29104	-0.868513275731165	-0.8297276119432493	-0.39976804301839963	-0.47522890729618306
half50	unrounded_strict	wholly_unseen	not_applicable	input_plus_surface	selected	338	29104	-0.5941622729386782	-0.5192634459763198	-0.39960777031563316	-0.20767866072282296
half50	unrounded_strict	wholly_unseen	not_applicable	retention_bounded	selected	338	29104	-0.6246560956042759	-0.5147416705104895	-0.42008742916117997	-0.22064769396922151
half50	unrounded_strict	wholly_unseen	not_applicable	retention_nonnegative	selected	338	29104	-0.6174742193261786	-0.5350242546188416	-0.3949903629818902	-0.22870019869939776
half50	all_agreeing_offsets	side_informed	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.30205767247924137	-0.0929511483530369	-0.1009584793586061	-0.20309342147771905
half50	all_agreeing_offsets	side_informed	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.29583605926137524	-0.09093303604352293	-0.10315107715547435	-0.19792967536535114
half50	all_agreeing_offsets	side_informed	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.2963852793911349	-0.09256690470007332	-0.10029111000876521	-0.19782857042112187
half50	all_agreeing_offsets	side_informed	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.28817806823710096	-0.09038930243616675	-0.10221582522118884	-0.1902574996900966
half50	all_agreeing_offsets	side_informed	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5854024981779767	-0.332677541794102	-0.1270866172122958	-0.4870370882880608
half50	all_agreeing_offsets	side_informed	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.32111891313720364	-0.08979453611933567	-0.10312428813221022	-0.2227840043749165
half50	all_agreeing_offsets	side_informed	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.32753319729476593	-0.09494521551103842	-0.10680562360404228	-0.22923309358339297
half50	all_agreeing_offsets	side_informed	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.3275331974838192	-0.09494521587898484	-0.10680562371037952	-0.22923309375303313
half50	all_agreeing_offsets	wholly_unseen	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.564294566335306	-0.7486342813964847	-0.3686603319347955	-0.20127319173459285
half50	all_agreeing_offsets	wholly_unseen	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5690593858840772	-0.7511714719369164	-0.3800769076216457	-0.20091623556333155
half50	all_agreeing_offsets	wholly_unseen	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5610076275290397	-0.7503435063071959	-0.37062911993360786	-0.19935826139034785
half50	all_agreeing_offsets	wholly_unseen	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5609305500474216	-0.751045821736595	-0.38037156851340265	-0.19261552202879637
half50	all_agreeing_offsets	wholly_unseen	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.9018955156494841	-1.0347159709222018	-0.4435796346838031	-0.5289273746150593
half50	all_agreeing_offsets	wholly_unseen	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5915883220421116	-0.7486126123376655	-0.3735936970371182	-0.22843744193131665
half50	all_agreeing_offsets	wholly_unseen	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.611359830010584	-0.7595431142654777	-0.3906322563198603	-0.23948918403374284
half50	all_agreeing_offsets	wholly_unseen	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6113598308231895	-0.7595431153040424	-0.3906322570497498	-0.2394891844938192
half50	all_strict	side_informed	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.308719795231297	-0.09653366405589829	-0.10932035271220775	-0.20329789719026226
half50	all_strict	side_informed	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.314782695433984	-0.09773491393162059	-0.1152138460595134	-0.2057671320499205
half50	all_strict	side_informed	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.30095936384889543	-0.09576998340617185	-0.10850735701501482	-0.19550612623283617
half50	all_strict	side_informed	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.30707799975486766	-0.0971467309060086	-0.11436769166054757	-0.1979105768996383
half50	all_strict	side_informed	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5753525986265963	-0.32799109945780025	-0.11703671766091532	-0.45956896187702584
half50	all_strict	side_informed	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.33025552151875137	-0.09345841033421963	-0.1135177275027523	-0.2250079914689829
half50	all_strict	side_informed	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.3517582959447461	-0.10241157741135822	-0.12094915989137658	-0.24127981663952897
half50	all_strict	side_informed	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.35175829530103503	-0.10241157749574975	-0.1209491617992116	-0.24127981535757997
half50	all_strict	wholly_unseen	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5813388106704425	-0.6617636464336637	-0.3870224266758451	-0.20385254731130337
half50	all_strict	wholly_unseen	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6034676446325874	-0.6735071074382284	-0.40799320039603537	-0.21017239918511788
half50	all_strict	wholly_unseen	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5760392279136372	-0.6628722912662627	-0.3887441510610713	-0.19818817259941135
half50	all_strict	wholly_unseen	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5956096718483634	-0.6736634263942628	-0.4082602452000456	-0.20160314673351012
half50	all_strict	wholly_unseen	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.8596098000317165	-0.9094489977659403	-0.40129391906603573	-0.4308951399772897
half50	all_strict	wholly_unseen	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6142670613118676	-0.6632524320833768	-0.3975292672958685	-0.23498938106647202
half50	all_strict	wholly_unseen	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6546819899438787	-0.6845777795297241	-0.4238728538905092	-0.25415471979934284
half50	all_strict	wholly_unseen	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6546819930450866	-0.6845777828191271	-0.42387285954326315	-0.2541547191783308
half50	unrounded_strict	side_informed	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.3208555544434435	-0.14565561843144784	-0.11970850383244055	-0.20571647496248496
half50	unrounded_strict	side_informed	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.3341984059812822	-0.15713936913499696	-0.1268158340451793	-0.21398507196396305
half50	unrounded_strict	side_informed	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.33401074893798943	-0.15111334212095678	-0.11924797032047296	-0.2190014095509855
half50	unrounded_strict	side_informed	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.33716363615118505	-0.16004486751103084	-0.12615148159232928	-0.21668992834920645
half50	unrounded_strict	side_informed	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6034893136408938	-0.47600556391632504	-0.11453556895477152	-0.47806343567905424
half50	unrounded_strict	side_informed	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.34429039126439404	-0.15143487413341683	-0.12520022540315093	-0.2282522502706755
half50	unrounded_strict	side_informed	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.36782876447319907	-0.16541223226890917	-0.13356461297449462	-0.2452363002042073
half50	unrounded_strict	side_informed	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.3678287643275188	-0.16541223227899912	-0.13356461302485786	-0.24523630002624378
half50	unrounded_strict	wholly_unseen	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6065898371856321	-0.4992463126023722	-0.40369113860781786	-0.21461494642984397
half50	unrounded_strict	wholly_unseen	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6292811385258051	-0.5119734473376067	-0.4207794986640265	-0.22210896505053654
half50	unrounded_strict	wholly_unseen	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6177694426965166	-0.502794536265453	-0.40246805209401865	-0.22635018147440955
half50	unrounded_strict	wholly_unseen	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6312605591051745	-0.5145420075461976	-0.4201566976927692	-0.22360066963347208
half50	unrounded_strict	wholly_unseen	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.8887217877045219	-0.8678249285627153	-0.39976804301839963	-0.4597253787901918
