outer_fold,inner_fold,analysis_variant,information_protocol,approximation,rho_prior,hu_tau,model,alpha,training_block_hash,grammar_fit_hash,validation_scoreable_roots,pooled_root_balanced_mean_log_density,selected_alpha
0,1,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.1,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,93f5093babca3acf76301d62d13cb1325ed61543b45152ddcdb63dfb7091cf0e,136,-0.3194571197052568,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.0,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,16543d220c96f7956ebe14ab6c13cfc3088ba9a4230340305f6efa24dd98b66a,138,-0.31936189817654537,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.0001,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,4f507879638031b6752f85ac59bbf7ee878ea50355bea47b6176993d0f6891c9,138,-0.3185625406392146,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.001,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,d4e05debd33468742fdb8bb7b8955cd78713f0b06425de5dedc031898040b098,138,-0.31452799810916465,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.01,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,b6424f67e44b9c1394fea2597799d18665c1c8eb73ee64789dc561254c920876,138,-0.29945291970608073,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.1,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,5f6cd2998040743492d540d6babfb44deb1ca90d8529f0922bfb56d75151c839,138,-0.3194571197052568,0.01
0,0,all_strict,side_informed,gh80,beta_half_half,50.0,HU_plus_surface,0.0,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,6b4d17dd4d37f50fa753419e110b5bcae6fafa980f9e331353c1067c8b889b79,139,-0.3080636756810988,0.01
0,0,all_strict,side_informed,gh80,beta_half_half,50.0,HU_plus_surface,0.0001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,6e3e61a0ddd468086d28c5fbc4020e4bef722f8b43b46dee64c17d4ac29b83bd,139,-0.30685440179994183,0.01
0,0,all_strict,side_informed,gh80,beta_half_half,50.0,HU_plus_surface,0.001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,859c9fcc73120b0dd9c1341c30a48d7f6790f3cbaf29b83fed04cf35924ce464,139,-0.2990936013071083,0.01
0,0,all_strict,side_informed,gh80,beta_half_half,50.0,HU_plus_surface,0.01,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,5f1334f4c15804cec69007d43b483091c3bfca134700da85e8cb40036eeed323,139,-0.2856840930978953,0.01
